athlete_name,catapult_athlete_id,date,end_time,activity_name,athlete_weight,activity_id,athlete_jersey,start_time,position_name,team_name,month_name,day_name,field_time,bench_time,total_distance,total_duration,peak_player_load,total_player_load,total_2d_player_load,total_slow_player_load,total_1d_fwd_player_load,total_1d_side_player_load,total_1d_up_player_load,velocity_exertion,max_vel,peak_meta_power,equivalent_distance,meterage_per_minute
Lauren Pickup,ae01c819-c49a-41ef-aa65-20df1a8a40a9,03/11/2025,1741726177.0,11.03.25 Maintenance,201,e3ac37ad-d870-4218-9fba-9c4d02fbfdd1,8,1741722381.0,Full Back,Rice WSOC,March,Tuesday,3703.0,0.0,2.78488,3703.0,3.66737,463.99987,278.44716,196.36724,158.66944,193.17764,325.66737,32.8135,13.27279,73.44603,3.15264,72.61932
Mariana Elizondo,c3d64405-eb5d-4fc0-a8df-06af8ad627bf,03/11/2025,1741726177.0,11.03.25 Maintenance,201,e3ac37ad-d870-4218-9fba-9c4d02fbfdd1,10,1741722381.0,Central Midfielder,Rice WSOC,March,Tuesday,3703.0,0.0,2.57916,3703.0,4.8436,526.66026,343.49072,183.9784,211.78071,226.54965,340.48296,27.41302,14.87477,96.65083,2.92734,67.25513
Dayo Tennyson,d0c5a2ec-d0d5-4ae1-bc9f-ae270bfc51e9,03/11/2025,1741726177.0,11.03.25 Maintenance,201,e3ac37ad-d870-4218-9fba-9c4d02fbfdd1,3,1741722381.0,Wide Midfielder,Rice WSOC,March,Tuesday,3703.0,0.0,2.47236,3703.0,7.01025,453.49632,278.8145,177.23417,158.05626,195.43652,306.07254,26.72058,17.50521,91.51071,2.84441,64.4701
Camille Quarterman,e710b8f7-8542-490c-80f0-c110cb9ed839,03/11/2025,1741726177.0,11.03.25 Maintenance,201,e3ac37ad-d870-4218-9fba-9c4d02fbfdd1,33,1741722381.0,Wide Midfielder,Rice WSOC,March,Tuesday,3703.0,0.0,2.70315,3703.0,4.62965,449.88937,285.12811,186.68102,175.64899,187.51632,300.62012,29.9607,15.53155,113.17706,3.09402,70.48824
Mia Brumlow,e9141800-8f9c-4a98-8265-2ae17f48913e,03/11/2025,1741726177.0,11.03.25 Maintenance,201,e3ac37ad-d870-4218-9fba-9c4d02fbfdd1,13,1741722381.0,Central Midfielder,Rice WSOC,March,Tuesday,3703.0,0.0,2.6466,3703.0,4.60304,417.09399,244.54194,155.74735,147.79016,162.66676,301.02546,28.63305,15.6194,83.21198,2.97425,69.01373
Jessica Molina,49ee30cf-715d-49d2-bfd4-f208c806a5db,03/11/2025,1741727226.0,11.03.25 Maintenance,201,e3ac37ad-d870-4218-9fba-9c4d02fbfdd1,16,1741726333.0,Forward,Rice WSOC,March,Tuesday,892.98,0.0,0.26759,893.0,1.34688,39.63886,32.80349,26.49311,24.20343,17.16045,16.91244,4.94745,10.14399,24.17992,0.27613,29.87817
Mariana Elizondo,c3d64405-eb5d-4fc0-a8df-06af8ad627bf,03/10/2025,1741632217.0,03.10.25 Organizational,201,eec46b5d-98c0-411f-a992-cd8ea8b23646,10,1741628147.0,Central Midfielder,Rice WSOC,March,Monday,3955.0,0.0,3.20293,3955.0,4.22425,661.71414,423.74609,277.67039,253.1775,288.58434,434.69255,36.70393,16.31396,78.29872,3.63546,78.19907
Jules Johnston,931babc9-289c-47bf-970a-22d756ac9f5a,03/10/2025,1741631016.0,03.10.25 Organizational,201,eec46b5d-98c0-411f-a992-cd8ea8b23646,25,1741628147.0,Forward,Rice WSOC,March,Monday,2780.0,0.0,1.47115,2780.0,4.49258,257.85546,163.06461,146.36865,101.01131,106.24299,174.24274,10.44773,16.29325,70.19701,1.63996,51.09892
Betty Velkova,8b0cb352-4da9-4349-b147-77a3736ea957,03/10/2025,1741632217.0,03.10.25 Organizational,201,eec46b5d-98c0-411f-a992-cd8ea8b23646,19,1741628147.0,Central Midfielder,Rice WSOC,March,Monday,3955.0,0.0,3.06389,3955.0,5.84294,584.10858,371.78782,255.15905,236.14484,235.31958,390.27552,34.83205,16.71873,82.03627,3.5577,74.80432
Camille Quarterman,e710b8f7-8542-490c-80f0-c110cb9ed839,03/10/2025,1741632217.0,03.10.25 Organizational,201,eec46b5d-98c0-411f-a992-cd8ea8b23646,33,1741628147.0,Wide Midfielder,Rice WSOC,March,Monday,3955.0,0.0,3.08205,3955.0,4.68935,488.27458,299.23944,229.78435,187.41364,194.10515,336.72647,37.75198,17.79908,96.07024,3.55008,75.24771
Dayo Tennyson,d0c5a2ec-d0d5-4ae1-bc9f-ae270bfc51e9,03/10/2025,1741632217.0,03.10.25 Organizational,201,eec46b5d-98c0-411f-a992-cd8ea8b23646,3,1741628147.0,Wide Midfielder,Rice WSOC,March,Monday,3955.0,0.0,2.80622,3955.0,5.4075,554.72071,323.0591,258.94923,181.83078,227.97391,390.04497,28.13964,18.09606,108.56112,3.26696,68.51349
Lauren Pickup,ae01c819-c49a-41ef-aa65-20df1a8a40a9,03/10/2025,1741632217.0,03.10.25 Organizational,201,eec46b5d-98c0-411f-a992-cd8ea8b23646,8,1741628147.0,Full Back,Rice WSOC,March,Monday,3955.0,0.0,3.00555,3955.0,3.74282,541.80177,336.99382,257.34476,193.1228,233.81901,368.98718,28.44975,16.63831,78.18581,3.43317,73.37998
Lilly Reuscher,ad2c003d-9ca2-42b1-bc85-2440ab303b84,03/10/2025,1741631016.0,03.10.25 Organizational,201,eec46b5d-98c0-411f-a992-cd8ea8b23646,4,1741628147.0,Centre Back,Rice WSOC,March,Monday,2780.0,0.0,1.71738,2780.0,5.23963,297.92945,179.86734,156.37032,103.60923,124.50714,208.29276,14.18371,16.86935,88.01904,1.97051,59.65155
Kirsten Ruf,9a8fba27-951b-4253-aac1-ae31800ac075,03/10/2025,1741632217.0,03.10.25 Organizational,201,eec46b5d-98c0-411f-a992-cd8ea8b23646,22,1741628147.0,Goalkeeper,Rice WSOC,March,Monday,3955.0,0.0,2.0946,3955.0,5.76578,328.99406,207.04132,233.38093,125.47053,137.61436,219.39216,13.48588,16.45767,78.23045,2.37056,51.13921
Allie Love,99ee597d-39b8-4fb7-9c63-0d052a15c0a8,03/10/2025,1741630080.0,03.10.25 Organizational,201,eec46b5d-98c0-411f-a992-cd8ea8b23646,17,1741628147.0,Forward,Rice WSOC,March,Monday,1886.0,0.0,1.07384,1886.0,3.64589,196.08839,128.83693,116.85912,80.50664,82.76648,125.85958,7.78304,15.66071,70.53524,1.19165,54.97915
Eileen Albers,943afa05-aaac-4426-ba0c-1ebef4e76cb7,03/10/2025,1741632217.0,03.10.25 Organizational,201,eec46b5d-98c0-411f-a992-cd8ea8b23646,12,1741628147.0,Forward,Rice WSOC,March,Monday,3955.0,0.0,2.74841,3955.0,5.02573,433.69833,234.33326,178.30225,142.07628,155.70165,324.93335,29.08932,17.70656,98.64924,3.17591,67.10198
Piper Biziorek,fb332127-6268-4995-a140-9076566dc702,03/10/2025,1741632217.0,03.10.25 Organizational,201,eec46b5d-98c0-411f-a992-cd8ea8b23646,15,1741628147.0,Central Midfielder,Rice WSOC,March,Monday,3137.0,0.0,3.1821,3137.0,4.39543,675.06573,461.80629,215.74897,278.41814,309.9984,415.59003,46.75121,16.74539,79.0484,3.72373,97.94897
Leah Chancey,85ed14d3-34f0-42fc-8477-c03064e998f4,03/10/2025,1741632217.0,03.10.25 Organizational,201,eec46b5d-98c0-411f-a992-cd8ea8b23646,23,1741628147.0,Central Midfielder,Rice WSOC,March,Monday,3955.0,0.0,2.9093,3955.0,4.21227,454.56886,267.20956,214.33085,154.50846,182.45531,320.18466,31.12628,15.86489,77.07863,3.24258,71.03002
Jordyn Mariam,f7e75558-805b-459d-b944-ec8d5a5beeac,03/10/2025,1741632217.0,03.10.25 Organizational,201,eec46b5d-98c0-411f-a992-cd8ea8b23646,5,1741628147.0,Central Midfielder,Rice WSOC,March,Monday,3955.0,0.0,2.97169,3955.0,4.13997,482.61508,304.49233,215.8564,183.89813,204.26877,319.22453,31.36811,17.07236,87.91372,3.38942,72.55329
Taylor Rish,81828efc-2855-4216-a0d1-6a7c9201d5a0,03/10/2025,1741632217.0,03.10.25 Organizational,201,eec46b5d-98c0-411f-a992-cd8ea8b23646,26,1741628147.0,Central Midfielder,Rice WSOC,March,Monday,3955.0,0.0,2.82102,3955.0,5.76045,462.14936,277.16273,215.16565,165.27994,187.63789,321.9953,25.63282,17.0,85.23022,3.22095,68.87464
Megan Sweeney,76ec7312-9b6e-4355-a747-4de0c8e2d8b9,03/10/2025,1741632217.0,03.10.25 Organizational,201,eec46b5d-98c0-411f-a992-cd8ea8b23646,0,1741628147.0,Goalkeeper,Rice WSOC,March,Monday,3955.0,0.0,2.26967,3955.0,5.98764,379.79762,242.64085,258.84762,164.21239,144.35655,250.82205,16.40535,16.31882,70.76035,2.54664,55.41348
Isabelle Kent,6e66b652-d707-4f6a-86d3-61696dab1831,03/10/2025,1741632094.0,03.10.25 Organizational,201,eec46b5d-98c0-411f-a992-cd8ea8b23646,2,1741628147.0,Full Back,Rice WSOC,March,Monday,3550.0,0.0,3.03141,3550.0,3.33569,493.89693,458.02983,225.79344,301.93927,274.18845,136.51813,38.7308,15.50475,128.58949,3.24847,82.45496
Carsyn Martz,5ec6f0de-aa33-44a6-9b7e-676076c27478,03/10/2025,1741632217.0,03.10.25 Organizational,201,eec46b5d-98c0-411f-a992-cd8ea8b23646,20,1741628147.0,Full Back,Rice WSOC,March,Monday,3955.0,0.0,2.99608,3955.0,5.23178,471.74473,280.90172,200.38521,157.68325,196.13822,332.58808,33.40636,17.62805,83.92053,3.3748,73.14887
Jessica Molina,49ee30cf-715d-49d2-bfd4-f208c806a5db,03/10/2025,1741632217.0,03.10.25 Organizational,201,eec46b5d-98c0-411f-a992-cd8ea8b23646,16,1741628147.0,Forward,Rice WSOC,March,Monday,3955.0,0.0,2.57529,3955.0,4.33974,399.30803,230.82729,188.86594,145.72038,146.73606,289.08522,22.61257,16.57998,82.13748,2.9109,62.87536
Kenna Sanders,457dc155-bdf2-48cc-8a59-2f0b4ec42ae2,03/10/2025,1741632217.0,03.10.25 Organizational,201,eec46b5d-98c0-411f-a992-cd8ea8b23646,18,1741628147.0,Forward,Rice WSOC,March,Monday,3955.0,0.0,3.00967,3955.0,4.41894,596.98149,369.3096,248.04141,213.90481,251.77259,406.159,32.06537,14.49649,66.81193,3.38522,73.48061
Kallie Mckinney,41be207d-131f-472d-a349-6832380579b4,03/10/2025,1741631016.0,03.10.25 Organizational,201,eec46b5d-98c0-411f-a992-cd8ea8b23646,27,1741628147.0,Central Midfielder,Rice WSOC,March,Monday,2780.0,0.0,1.45372,2780.0,3.34651,261.7439,148.52939,168.09541,88.90867,98.93512,189.34719,10.70333,12.73468,54.32888,1.58572,50.49341
Bailey Peek,1d2f6fbf-8215-4ae2-ae70-ed9d981fcd85,03/10/2025,1741632217.0,03.10.25 Organizational,201,eec46b5d-98c0-411f-a992-cd8ea8b23646,6,1741628147.0,Centre Back,Rice WSOC,March,Monday,3955.0,0.0,2.99791,3955.0,4.75001,508.41047,316.3817,246.75091,184.5363,216.77717,342.89656,31.81348,15.57829,71.07884,3.36315,73.1934
Mia Brumlow,e9141800-8f9c-4a98-8265-2ae17f48913e,03/10/2025,1741632217.0,03.10.25 Organizational,201,eec46b5d-98c0-411f-a992-cd8ea8b23646,13,1741628147.0,Central Midfielder,Rice WSOC,March,Monday,3955.0,0.0,2.93159,3955.0,5.54653,470.61276,273.82576,205.48933,164.55238,182.67379,341.10224,31.18382,17.4119,89.42722,3.34754,71.57424
Kenna Sanders,457dc155-bdf2-48cc-8a59-2f0b4ec42ae2,03/07/2025,1741376201.0,03.07.25 Maintenance,201,287f6add-a90c-48f7-895a-230dec11d8cd,18,1741371801.0,Forward,Rice WSOC,March,Friday,4399.99,0.0,1.48281,4400.0,5.33907,328.02875,225.1572,242.54184,136.2329,148.01778,194.94117,9.52127,10.18423,49.50009,1.58661,34.01839
Jessica Molina,49ee30cf-715d-49d2-bfd4-f208c806a5db,03/07/2025,1741376201.0,03.07.25 Maintenance,201,287f6add-a90c-48f7-895a-230dec11d8cd,16,1741371801.0,Forward,Rice WSOC,March,Friday,4399.99,0.0,1.70951,4400.0,3.64215,276.75665,171.88983,195.25484,104.95861,113.70562,188.99907,13.25446,11.15831,64.10671,1.84585,38.13244
Bailey Peek,1d2f6fbf-8215-4ae2-ae70-ed9d981fcd85,03/07/2025,1741376201.0,03.07.25 Maintenance,201,287f6add-a90c-48f7-895a-230dec11d8cd,6,1741371801.0,Centre Back,Rice WSOC,March,Friday,4399.98,0.0,1.57384,4400.0,3.76265,235.16566,152.14519,137.32252,84.85211,107.90081,153.73878,13.51451,14.67229,61.90855,1.7345,34.7998
Megan Sweeney,76ec7312-9b6e-4355-a747-4de0c8e2d8b9,03/07/2025,1741376201.0,03.07.25 Maintenance,201,287f6add-a90c-48f7-895a-230dec11d8cd,30,1741371801.0,Goalkeeper,Rice WSOC,March,Friday,4399.98,0.0,2.3537,4400.0,6.56349,423.19089,281.74956,322.3504,179.96281,178.93842,266.71643,16.346,14.11603,74.30965,2.72801,52.36018
Carsyn Martz,5ec6f0de-aa33-44a6-9b7e-676076c27478,03/07/2025,1741376201.0,03.07.25 Maintenance,201,287f6add-a90c-48f7-895a-230dec11d8cd,20,1741371801.0,Full Back,Rice WSOC,March,Friday,4399.99,0.0,1.7847,4400.0,3.16865,254.93158,154.43353,164.36737,87.33699,108.16407,177.27029,13.65709,12.22826,62.58029,1.938,39.89101
Leah Chancey,85ed14d3-34f0-42fc-8477-c03064e998f4,03/07/2025,1741376201.0,03.07.25 Maintenance,201,287f6add-a90c-48f7-895a-230dec11d8cd,23,1741371801.0,Central Midfielder,Rice WSOC,March,Friday,4399.99,0.0,1.65674,4400.0,4.34646,276.6174,175.74388,192.27669,107.52352,115.6972,184.65471,10.52807,13.68392,61.54977,1.81074,37.02362
Eileen Albers,943afa05-aaac-4426-ba0c-1ebef4e76cb7,03/07/2025,1741377253.0,03.07.25 Maintenance,201,287f6add-a90c-48f7-895a-230dec11d8cd,12,1741371801.0,Forward,Rice WSOC,March,Friday,5402.98,0.0,2.41337,5403.0,3.89848,389.61057,220.93462,145.90877,138.04701,143.81618,287.178,28.18856,14.3323,88.36021,2.65757,43.40899
Allie Love,99ee597d-39b8-4fb7-9c63-0d052a15c0a8,03/07/2025,1741376201.0,03.07.25 Maintenance,201,287f6add-a90c-48f7-895a-230dec11d8cd,32,1741371801.0,Forward,Rice WSOC,March,Friday,4399.98,0.0,1.5629,4400.0,3.69751,239.53189,150.72613,152.26631,85.80313,105.32787,159.56647,13.63976,13.66188,60.29462,1.7162,34.95585
Kirsten Ruf,9a8fba27-951b-4253-aac1-ae31800ac075,03/07/2025,1741376201.0,03.07.25 Maintenance,201,287f6add-a90c-48f7-895a-230dec11d8cd,22,1741371801.0,Goalkeeper,Rice WSOC,March,Friday,4400.0,0.0,1.95417,4400.0,5.40017,357.30554,233.72338,268.02662,143.01574,154.44666,228.63379,10.95456,14.77747,82.80614,2.28136,42.88542
Lilly Reuscher,ad2c003d-9ca2-42b1-bc85-2440ab303b84,03/07/2025,1741376201.0,03.07.25 Maintenance,201,287f6add-a90c-48f7-895a-230dec11d8cd,29,1741371801.0,Centre Back,Rice WSOC,March,Friday,4399.99,0.0,1.5713,4400.0,3.58575,267.53568,170.82127,180.50108,95.95111,120.39561,177.23118,11.12578,12.82925,74.81179,1.7118,35.2323
Taylor Rish,81828efc-2855-4216-a0d1-6a7c9201d5a0,03/07/2025,1741376201.0,03.07.25 Maintenance,201,287f6add-a90c-48f7-895a-230dec11d8cd,26,1741371801.0,Central Midfielder,Rice WSOC,March,Friday,4399.98,0.0,1.54622,4400.0,5.05287,224.81627,143.60986,153.26499,85.81458,96.65958,147.94489,9.56926,11.62376,62.96008,1.66041,34.43599
Lauren Pickup,ae01c819-c49a-41ef-aa65-20df1a8a40a9,03/07/2025,1741376201.0,03.07.25 Maintenance,201,287f6add-a90c-48f7-895a-230dec11d8cd,8,1741371801.0,Full Back,Rice WSOC,March,Friday,4399.98,0.0,1.82851,4400.0,3.75855,314.56424,208.22382,208.93418,120.56598,143.86249,200.32392,14.58956,11.91768,66.6385,1.99379,40.60569
Mariana Elizondo,c3d64405-eb5d-4fc0-a8df-06af8ad627bf,03/07/2025,1741377253.0,03.07.25 Maintenance,201,287f6add-a90c-48f7-895a-230dec11d8cd,10,1741371801.0,Central Midfielder,Rice WSOC,March,Friday,5402.98,0.0,2.59311,5403.0,4.02716,473.44373,303.33898,217.75911,180.69221,205.93207,307.96215,28.0919,13.91775,77.01669,2.86358,46.60453
Dayo Tennyson,d0c5a2ec-d0d5-4ae1-bc9f-ae270bfc51e9,03/07/2025,1741376201.0,03.07.25 Maintenance,201,287f6add-a90c-48f7-895a-230dec11d8cd,35,1741371801.0,Wide Midfielder,Rice WSOC,March,Friday,4399.98,0.0,1.61061,4400.0,3.81883,297.01401,189.02806,195.84327,109.06062,130.69383,193.44002,10.35954,12.78552,77.37556,1.78161,35.68471
Camille Quarterman,e710b8f7-8542-490c-80f0-c110cb9ed839,03/07/2025,1741376201.0,03.07.25 Maintenance,201,287f6add-a90c-48f7-895a-230dec11d8cd,33,1741371801.0,Wide Midfielder,Rice WSOC,March,Friday,4399.98,0.0,1.6863,4400.0,2.95977,291.02603,186.6334,193.30307,113.33266,124.13732,191.54755,14.00744,13.77533,84.29749,1.86647,37.28659
Mia Brumlow,e9141800-8f9c-4a98-8265-2ae17f48913e,03/07/2025,1741376201.0,03.07.25 Maintenance,201,287f6add-a90c-48f7-895a-230dec11d8cd,13,1741371801.0,Central Midfielder,Rice WSOC,March,Friday,4399.98,0.0,1.4514,4400.0,4.24614,242.46962,146.43475,147.29116,85.54588,100.19133,169.59032,8.03601,14.13238,76.35834,1.62281,32.05797
Jordyn Mariam,f7e75558-805b-459d-b944-ec8d5a5beeac,03/07/2025,1741376201.0,03.07.25 Maintenance,201,287f6add-a90c-48f7-895a-230dec11d8cd,5,1741371801.0,Central Midfielder,Rice WSOC,March,Friday,4399.99,0.0,1.71105,4400.0,4.15861,289.62091,183.42927,198.60108,103.75148,129.34692,191.59112,10.85295,13.71669,76.72025,1.88091,38.23752
Piper Biziorek,fb332127-6268-4995-a140-9076566dc702,03/07/2025,1741376201.0,03.07.25 Maintenance,201,287f6add-a90c-48f7-895a-230dec11d8cd,15,1741371801.0,Central Midfielder,Rice WSOC,March,Friday,4399.98,0.0,1.78973,4400.0,3.43182,327.69986,222.68697,188.34426,135.5344,148.20168,201.76731,16.60088,12.61923,72.49437,1.97661,40.44321
Kallie Mckinney,41be207d-131f-472d-a349-6832380579b4,03/07/2025,1741376201.0,03.07.25 Maintenance,201,287f6add-a90c-48f7-895a-230dec11d8cd,27,1741371801.0,Central Midfielder,Rice WSOC,March,Friday,4399.98,0.0,1.5596,4400.0,4.2001,271.61612,162.77182,175.29102,97.26333,109.35888,187.1718,11.16499,13.82682,69.27863,1.70792,34.59358
Sophie Zhang,713ce913-8f9b-41cb-b395-b08e3e69186f,03/07/2025,1741376201.0,03.07.25 Maintenance,201,287f6add-a90c-48f7-895a-230dec11d8cd,9,1741371801.0,Forward,Rice WSOC,March,Friday,4399.98,0.0,1.75614,4400.0,4.97235,391.1113,262.02757,249.92511,144.31632,185.3682,242.61441,14.74092,12.382,75.08136,1.94867,39.2833
Isabelle Kent,6e66b652-d707-4f6a-86d3-61696dab1831,03/07/2025,1741376201.0,03.07.25 Maintenance,201,287f6add-a90c-48f7-895a-230dec11d8cd,2,1741371801.0,Full Back,Rice WSOC,March,Friday,4399.99,0.0,1.88633,4400.0,2.17633,190.50826,114.19248,149.56915,69.41807,75.73226,133.05383,15.48954,11.7263,55.37482,1.94206,42.07691
Betty Velkova,8b0cb352-4da9-4349-b147-77a3736ea957,03/07/2025,1741376201.0,03.07.25 Maintenance,201,287f6add-a90c-48f7-895a-230dec11d8cd,19,1741371801.0,Central Midfielder,Rice WSOC,March,Friday,4399.98,0.0,1.55674,4400.0,4.66093,297.25208,189.71373,169.99166,121.22075,118.61975,197.72977,14.37765,13.17673,72.47803,1.72194,34.42491
Isabelle Kent,6e66b652-d707-4f6a-86d3-61696dab1831,03/05/2025,1741202100.0,05.03.25 Maintenance,201,0caeedc9-bbe7-4ca7-8137-da5ecec44d33,2,1741199687.0,Full Back,Rice WSOC,March,Wednesday,1698.0,0.0,1.38968,1698.0,2.6325,213.17553,125.85542,87.56471,79.69311,80.6254,151.1523,19.04553,14.68654,70.68555,1.45202,79.02746
Sophie Zhang,713ce913-8f9b-41cb-b395-b08e3e69186f,03/05/2025,1741203439.0,05.03.25 Maintenance,201,0caeedc9-bbe7-4ca7-8137-da5ecec44d33,9,1741199687.0,Forward,Rice WSOC,March,Wednesday,3738.0,0.0,2.64695,3738.0,4.97141,508.00819,303.51259,198.61648,184.47801,200.07442,356.68416,32.87071,15.60029,79.72697,3.00961,68.37644
Bailey Peek,1d2f6fbf-8215-4ae2-ae70-ed9d981fcd85,03/05/2025,1741203439.0,05.03.25 Maintenance,201,0caeedc9-bbe7-4ca7-8137-da5ecec44d33,6,1741199687.0,Centre Back,Rice WSOC,March,Wednesday,3738.0,0.0,2.68902,3738.0,3.81606,411.13428,256.33185,185.73822,144.14415,180.19268,280.31366,35.22057,15.57456,71.53883,3.01779,69.46326
Kallie Mckinney,41be207d-131f-472d-a349-6832380579b4,03/05/2025,1741202100.0,05.03.25 Maintenance,201,0caeedc9-bbe7-4ca7-8137-da5ecec44d33,27,1741199687.0,Central Midfielder,Rice WSOC,March,Wednesday,2404.0,0.0,1.73038,2404.0,3.86985,311.31619,171.42379,106.06741,107.75365,109.39654,231.8647,29.62118,13.05176,55.69142,1.85208,69.50359
Kenna Sanders,457dc155-bdf2-48cc-8a59-2f0b4ec42ae2,03/05/2025,1741203439.0,05.03.25 Maintenance,201,0caeedc9-bbe7-4ca7-8137-da5ecec44d33,18,1741199687.0,Forward,Rice WSOC,March,Wednesday,3738.0,0.0,2.84243,3738.0,7.37255,563.38531,318.73178,217.45898,175.1769,226.69397,409.48747,38.85462,14.90878,66.20629,3.16279,73.42624
Carsyn Martz,5ec6f0de-aa33-44a6-9b7e-676076c27478,03/05/2025,1741203439.0,05.03.25 Maintenance,201,0caeedc9-bbe7-4ca7-8137-da5ecec44d33,20,1741199687.0,Full Back,Rice WSOC,March,Wednesday,3738.0,0.0,2.53513,3738.0,3.94124,372.81238,216.7615,165.74113,131.5449,142.4188,267.45202,27.55537,16.53796,80.62785,2.86806,65.48791
Jessica Molina,49ee30cf-715d-49d2-bfd4-f208c806a5db,03/05/2025,1741203439.0,05.03.25 Maintenance,201,0caeedc9-bbe7-4ca7-8137-da5ecec44d33,16,1741199687.0,Forward,Rice WSOC,March,Wednesday,3738.0,0.0,2.40288,3738.0,6.55896,350.38139,205.00274,166.57333,132.42293,127.68478,252.15536,24.88667,15.54277,71.86127,2.64511,62.07169
Camille Quarterman,e710b8f7-8542-490c-80f0-c110cb9ed839,03/05/2025,1741203439.0,05.03.25 Maintenance,201,0caeedc9-bbe7-4ca7-8137-da5ecec44d33,33,1741199687.0,Wide Midfielder,Rice WSOC,March,Wednesday,3738.0,0.0,2.78367,3738.0,4.11191,496.45296,315.08397,231.13679,195.45732,206.16589,329.92433,33.69206,17.44865,89.80986,3.16055,71.9082
Mia Brumlow,e9141800-8f9c-4a98-8265-2ae17f48913e,03/05/2025,1741203439.0,05.03.25 Maintenance,201,0caeedc9-bbe7-4ca7-8137-da5ecec44d33,13,1741199687.0,Central Midfielder,Rice WSOC,March,Wednesday,3738.0,0.0,2.45218,3738.0,5.54404,382.80231,220.54927,174.56786,133.12522,146.21212,278.97686,32.3828,16.11179,82.35361,2.75843,63.34517
Taylor Rish,81828efc-2855-4216-a0d1-6a7c9201d5a0,03/05/2025,1741203439.0,05.03.25 Maintenance,201,0caeedc9-bbe7-4ca7-8137-da5ecec44d33,26,1741199687.0,Central Midfielder,Rice WSOC,March,Wednesday,3738.0,0.0,2.41122,3738.0,5.56244,383.52728,222.88751,166.28538,126.60775,155.7516,271.54718,29.03286,16.27984,82.33168,2.7407,62.28699
Leah Chancey,85ed14d3-34f0-42fc-8477-c03064e998f4,03/05/2025,1741203439.0,05.03.25 Maintenance,201,0caeedc9-bbe7-4ca7-8137-da5ecec44d33,23,1741199687.0,Central Midfielder,Rice WSOC,March,Wednesday,3742.0,0.0,2.98383,3742.0,4.57215,452.9825,263.58573,172.70593,151.02236,181.81898,321.18529,41.39783,15.45819,71.71454,3.19262,76.99652
Betty Velkova,8b0cb352-4da9-4349-b147-77a3736ea957,03/05/2025,1741203439.0,05.03.25 Maintenance,201,0caeedc9-bbe7-4ca7-8137-da5ecec44d33,19,1741199687.0,Central Midfielder,Rice WSOC,March,Wednesday,3738.0,0.0,2.74606,3738.0,6.08432,518.8931,316.8341,226.78033,192.76529,208.27247,357.3535,37.28411,16.2098,81.96898,3.08713,70.93663
Eileen Albers,943afa05-aaac-4426-ba0c-1ebef4e76cb7,03/05/2025,1741203439.0,05.03.25 Maintenance,201,0caeedc9-bbe7-4ca7-8137-da5ecec44d33,12,1741199687.0,Forward,Rice WSOC,March,Wednesday,3738.0,0.0,2.60574,3738.0,4.65319,415.40388,233.88511,159.64254,147.144,150.9401,305.03518,33.09428,16.82448,96.1435,2.97421,67.31202
Allie Love,99ee597d-39b8-4fb7-9c63-0d052a15c0a8,03/05/2025,1741201345.0,05.03.25 Maintenance,201,0caeedc9-bbe7-4ca7-8137-da5ecec44d33,32,1741199687.0,Forward,Rice WSOC,March,Wednesday,1654.0,0.0,0.87657,1654.0,3.76839,145.58545,89.33538,90.79874,52.02383,61.35749,99.74307,8.11514,15.02621,67.08742,0.98323,51.17405
Kirsten Ruf,9a8fba27-951b-4253-aac1-ae31800ac075,03/05/2025,1741203439.0,05.03.25 Maintenance,201,0caeedc9-bbe7-4ca7-8137-da5ecec44d33,22,1741199687.0,Goalkeeper,Rice WSOC,March,Wednesday,3738.0,0.0,2.08985,3738.0,6.80914,329.97916,203.19516,200.12897,124.40453,134.19866,224.13371,15.28184,15.95554,79.57576,2.38803,53.98543
Lilly Reuscher,ad2c003d-9ca2-42b1-bc85-2440ab303b84,03/05/2025,1741202100.0,05.03.25 Maintenance,201,0caeedc9-bbe7-4ca7-8137-da5ecec44d33,29,1741199687.0,Centre Back,Rice WSOC,March,Wednesday,2404.0,0.0,1.28102,2404.0,3.97569,223.66216,133.4318,116.47648,74.48431,94.39293,158.62084,12.98597,15.97238,78.7609,1.40339,51.4544
Mariana Elizondo,c3d64405-eb5d-4fc0-a8df-06af8ad627bf,03/05/2025,1741203439.0,05.03.25 Maintenance,201,0caeedc9-bbe7-4ca7-8137-da5ecec44d33,10,1741199687.0,Central Midfielder,Rice WSOC,March,Wednesday,3738.0,0.0,2.79486,3738.0,4.33721,532.3744,339.7553,224.73317,206.76077,225.07248,352.61692,37.05359,15.77577,78.74457,3.18504,72.19719
Dayo Tennyson,d0c5a2ec-d0d5-4ae1-bc9f-ae270bfc51e9,03/05/2025,1741203439.0,05.03.25 Maintenance,201,0caeedc9-bbe7-4ca7-8137-da5ecec44d33,35,1741199687.0,Wide Midfielder,Rice WSOC,March,Wednesday,3738.0,0.0,2.41979,3738.0,5.8421,446.74668,273.37606,206.4413,159.71283,188.96678,305.65776,27.4595,16.96911,99.04849,2.82224,62.50838
Megan Sweeney,76ec7312-9b6e-4355-a747-4de0c8e2d8b9,03/05/2025,1741203439.0,05.03.25 Maintenance,201,0caeedc9-bbe7-4ca7-8137-da5ecec44d33,30,1741199687.0,Goalkeeper,Rice WSOC,March,Wednesday,3738.0,0.0,2.22068,3738.0,7.08147,386.26105,247.24477,226.65846,168.27823,146.96168,256.49385,18.10218,15.45078,71.97794,2.49091,57.36487
